date,price
2017/7/18,8.7895
2017/7/17,8.8393
2017/7/14,8.8723
2017/7/13,8.7692
2017/7/12,8.7468
2017/7/11,8.7365
2017/7/10,8.7628
2017/7/7,8.7638
2017/7/6,8.8168
2017/7/5,8.7894
2017/7/4,8.7873
2017/7/3,8.7989
2017/6/30,8.8059
2017/6/29,8.8109
2017/6/28,8.7915
2017/6/27,8.7024
2017/6/26,8.7087
2017/6/23,8.7093
2017/6/22,8.6555
2017/6/21,8.6449
2017/6/20,8.6149
2017/6/19,8.686
2017/6/16,8.7113
2017/6/15,8.6895
2017/6/14,8.684
2017/6/13,8.6531
2017/6/12,8.6077
2017/6/9,8.66
2017/6/8,8.8032
2017/6/7,8.8053
2017/6/6,8.7607
2017/6/5,8.7949
2017/6/2,8.7782
2017/6/1,8.7794
2017/5/31,8.7912
2017/5/30,8.8232
2017/5/29,8.8033
2017/5/26,8.7663
2017/5/25,8.9023
2017/5/24,8.9157
2017/5/23,8.9644
2017/5/22,8.9525
2017/5/19,8.9752
2017/5/18,8.9613
2017/5/17,8.9105
2017/5/16,8.8913
2017/5/15,8.9021
2017/5/12,8.8851
2017/5/11,8.892
2017/5/10,8.9326
2017/5/9,8.9362
2017/5/8,8.9311
2017/5/5,8.9453
2017/5/4,8.8994
2017/5/3,8.9005
2017/5/2,8.9087
2017/5/1,8.9116
2017/4/28,8.9216
2017/4/27,8.9045
2017/4/26,8.8502
2017/4/25,8.8405
2017/4/24,8.8008
2017/4/21,8.8024
2017/4/20,8.8304
2017/4/19,8.8241
2017/4/18,8.7832
2017/4/17,8.6589
2017/4/14,8.6281
2017/4/13,8.6263
2017/4/12,8.6148
2017/4/11,8.6068
2017/4/10,8.5743
2017/4/7,8.5612
2017/4/6,8.6134
2017/4/5,8.5998
2017/4/4,8.5736
2017/4/3,8.5905
2017/3/31,8.6236
2017/3/30,8.6035
2017/3/29,8.5601
2017/3/28,8.6104
2017/3/27,8.6449
2017/3/24,8.5908
2017/3/23,8.616
2017/3/22,8.5775
2017/3/21,8.5881
2017/3/20,8.5446
2017/3/17,8.5406
2017/3/16,8.5167
2017/3/15,8.4435
2017/3/14,8.4044
2017/3/13,8.4569
2017/3/10,8.4048
2017/3/9,8.3934
2017/3/8,8.4065
2017/3/7,8.4141
2017/3/6,8.4546
2017/3/3,8.4425
2017/3/2,8.4555
2017/3/1,8.4744
2017/2/28,8.5626
2017/2/27,8.5523
2017/2/24,8.5936
2017/2/23,8.5911
2017/2/22,8.5689
2017/2/21,8.5596
2017/2/20,8.5772
2017/2/17,8.5288
2017/2/16,8.5622
2017/2/15,8.5563
2017/2/14,8.5605
2017/2/13,8.5944
2017/2/10,8.5823
2017/2/9,8.6044
2017/2/8,8.6008
2017/2/7,8.5231
2017/2/6,8.5363
2017/2/3,8.5885
2017/2/2,8.638
2017/2/1,8.6952
2017/1/31,8.6285
2017/1/30,8.6061
2017/1/27,8.6395
2017/1/26,8.6616
2017/1/25,8.6713
2017/1/24,8.5527
2017/1/23,8.5438
2017/1/20,8.4733
2017/1/19,8.4523
2017/1/18,8.4416
2017/1/17,8.467
2017/1/16,8.3182
